City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Grand Gaube,MU,2021-09-27 23:53:18,-20.0064,57.6608,70.38,71,35,5.99
296,Kavieng,PG,2021-09-27 23:53:18,-2.5744,150.7967,84.88,68,95,9.06
297,Olinda,BR,2021-09-27 23:53:19,-8.0089,-34.8553,78.53,69,75,19.57
298,Sibolga,ID,2021-09-27 23:53:19,1.7427,98.7792,77.49,79,94,1.83
299,Bubaque,GW,2021-09-27 23:53:20,11.2833,-15.8333,83.21,79,100,12.44
300,Bonavista,CA,2021-09-27 23:53:20,48.6499,-53.1147,59.0,90,92,15.99
301,Starokozache,UA,2021-09-27 23:53:21,46.3372,29.9853,47.88,71,0,6.6
302,Erenhot,CN,2021-09-27 23:53:21,43.6475,111.9767,63.52,45,3,20.8
303,Fasa,IR,2021-09-27 23:53:22,28.9383,53.6482,61.84,27,0,4.61
304,Petropavlovsk-Kamchatskiy,RU,2021-09-27 23:53:23,53.0452,158.6483,52.39,62,20,6.71
305,Luang Prabang,LA,2021-09-27 23:53:24,19.8856,102.1347,72.37,97,87,0.4
306,Riberalta,BO,2021-09-27 23:53:24,-10.9833,-66.1,89.8,58,75,0.0
307,Cartagena,CO,2021-09-27 23:52:36,10.3997,-75.5144,85.62,84,20,6.91
308,Narsaq,GL,2021-09-27 23:53:25,60.9167,-46.05,30.9,44,0,3.31
309,Hope,US,2021-09-27 23:53:25,33.6671,-93.5916,84.07,52,58,3.76
310,Mahajanga,MG,2021-09-27 23:53:26,-15.7167,46.3167,75.22,57,20,11.5
311,Zaozerne,UA,2021-09-27 23:53:26,45.1582,33.2787,54.95,61,0,10.22
312,Champerico,GT,2021-09-27 23:53:27,14.3,-91.9167,83.35,83,87,13.06
313,Los Llanos De Aridane,ES,2021-09-27 23:53:27,28.6585,-17.9182,71.35,83,90,14.97
314,Zhigansk,RU,2021-09-27 23:53:28,66.7697,123.3711,35.2,81,90,28.32
315,Axim,GH,2021-09-27 23:53:28,4.8699,-2.2405,76.37,91,100,6.04
316,Atambua,ID,2021-09-27 23:53:29,-9.1061,124.8925,81.84,52,24,1.01
317,Kargasok,RU,2021-09-27 23:53:29,59.0556,80.8572,33.01,92,67,6.06
318,Grootfontein,NA,2021-09-27 23:53:30,-19.5667,18.1167,62.17,31,46,1.14
319,Katsuura,JP,2021-09-27 23:53:30,35.1333,140.3,76.1,72,97,14.38
320,Imeni Poliny Osipenko,RU,2021-09-27 23:53:30,52.4201,136.4853,59.11,68,1,5.61
321,Dongsheng,CN,2021-09-27 23:53:31,39.8161,109.9776,57.49,59,56,14.38
322,Xining,CN,2021-09-27 23:49:12,36.6167,101.7667,50.0,68,0,1.9
323,Ornskoldsvik,SE,2021-09-27 23:52:58,63.2909,18.7153,51.62,100,76,6.91
324,Urengoy,RU,2021-09-27 23:53:32,65.9667,78.3667,30.45,80,37,5.57
325,Novyy Svit,UA,2021-09-27 23:53:32,47.8059,38.0211,52.86,74,100,6.26
326,Te Anau,NZ,2021-09-27 23:53:32,-45.4167,167.7167,52.34,59,34,4.99
327,Asahikawa,JP,2021-09-27 23:53:33,43.7678,142.3703,56.41,88,75,3.44
328,Pueblo Nuevo,MX,2021-09-27 23:53:33,23.3833,-105.3833,61.52,92,54,2.66
329,Saint-Francois,FR,2021-09-27 23:53:34,46.4154,3.9054,50.68,100,0,3.44
330,Kamina,CD,2021-09-27 23:53:34,-8.7386,24.9906,64.62,90,99,2.68
331,Aklavik,CA,2021-09-27 23:53:34,68.2191,-135.0107,37.4,52,40,2.3
332,Socorro,US,2021-09-27 23:53:35,31.6546,-106.3033,82.45,30,3,13.49
333,Cacapava Do Sul,BR,2021-09-27 23:53:36,-30.5122,-53.4914,59.83,94,0,4.83
334,Samana,DO,2021-09-27 23:53:36,19.2056,-69.3369,84.16,89,27,5.5
335,Grindavik,IS,2021-09-27 23:53:37,63.8424,-22.4338,37.87,70,40,24.16
336,San Luis,AR,2021-09-27 23:53:37,-33.295,-66.3356,55.9,68,0,20.15
337,Norrtalje,SE,2021-09-27 23:53:38,59.758,18.705,55.02,87,93,10.83
338,Kununurra,AU,2021-09-27 23:53:38,-15.7667,128.7333,82.38,65,92,4.61
339,Puri,IN,2021-09-27 23:53:38,19.8,85.85,82.38,85,100,4.43
340,Zhangye,CN,2021-09-27 23:53:39,38.9342,100.4517,60.64,27,0,4.25
341,Anadyr,RU,2021-09-27 23:53:39,64.75,177.4833,37.9,81,90,8.95
342,Yulara,AU,2021-09-27 23:53:40,-25.2406,130.9889,71.44,24,1,10.36
343,Gorontalo,ID,2021-09-27 23:53:40,0.5412,123.0595,83.05,70,96,1.5
344,Saint-Ambroise,CA,2021-09-27 23:53:41,48.5501,-71.3324,53.42,71,85,11.5
345,Olmos,PE,2021-09-27 23:53:41,-5.9847,-79.7453,65.89,62,42,6.02
346,Flinders,AU,2021-09-27 23:53:42,-34.5833,150.8552,69.39,60,46,3.0
347,Puerto Madryn,AR,2021-09-27 23:49:38,-42.7692,-65.0385,57.51,32,77,4.97
348,Severo-Kurilsk,RU,2021-09-27 23:53:42,50.6789,156.125,50.61,80,47,9.17
349,Wattegama,LK,2021-09-27 23:53:43,6.7989,81.4808,76.12,69,98,7.23
350,Saint-Pierre,RE,2021-09-27 23:53:43,-21.3393,55.4781,69.44,75,0,4.61
351,Kamyshevatskaya,RU,2021-09-27 23:53:44,46.4132,37.9563,58.39,58,99,8.12
352,Ternate,ID,2021-09-27 23:53:44,0.8,127.4,81.73,77,74,2.33
353,Ulladulla,AU,2021-09-27 23:53:45,-35.35,150.4667,66.09,53,45,8.57
354,Werda,BW,2021-09-27 23:53:45,-25.2667,23.2833,69.93,22,46,8.72
355,Dauphin,CA,2021-09-27 23:52:16,51.1494,-100.0502,80.74,29,1,10.36
356,Princeton,US,2021-09-27 23:53:46,25.5384,-80.4089,82.99,74,1,12.66
357,Ketchikan,US,2021-09-27 23:53:46,55.3422,-131.6461,51.78,96,100,5.59
358,Smithers,CA,2021-09-27 23:53:46,54.7804,-127.1743,53.92,66,75,10.36
359,Pinotepa Nacional,MX,2021-09-27 23:53:47,16.3167,-98.0167,77.77,86,58,2.37
360,Padang,ID,2021-09-27 23:53:47,-0.9492,100.3543,77.05,85,67,3.85
361,Santa Barbara,US,2021-09-27 23:53:16,34.7333,-120.0343,65.43,63,1,11.5
362,Quevedo,EC,2021-09-27 23:53:48,-1.0333,-79.45,81.12,63,78,4.68
363,Kananga,CD,2021-09-27 23:53:48,-5.8958,22.4178,67.59,81,72,2.59
364,Monte Alegre,BR,2021-09-27 23:53:49,-2.0078,-54.0692,77.0,80,15,0.74
365,Skagen,DK,2021-09-27 23:53:49,57.7209,10.5839,58.08,97,100,21.63
366,Sitka,US,2021-09-27 23:53:50,57.0531,-135.33,47.35,94,100,2.08
367,Kilimatinde,TZ,2021-09-27 23:53:50,-5.85,34.95,72.09,47,56,4.7
368,Gafanha Da Encarnacao,PT,2021-09-27 23:53:51,40.6181,-8.733,65.88,84,91,12.66
369,Sao Joao Da Barra,BR,2021-09-27 23:52:27,-21.6403,-41.0511,72.77,87,79,15.82
370,Chokurdakh,RU,2021-09-27 23:53:52,70.6333,147.9167,23.68,82,36,16.02
371,Bilma,NE,2021-09-27 23:53:52,18.6853,12.9164,85.69,20,5,7.56
372,Akita,JP,2021-09-27 23:53:52,39.7167,140.1167,63.54,77,75,5.75
373,Vestmannaeyjar,IS,2021-09-27 23:53:53,63.4427,-20.2734,38.23,74,99,26.57
374,Bonthe,SL,2021-09-27 23:53:53,7.5264,-12.505,76.37,85,98,9.51
375,Mehamn,NO,2021-09-27 23:53:54,71.0357,27.8492,52.47,76,92,8.39
376,Kenai,US,2021-09-27 23:53:54,60.5544,-151.2583,49.03,42,1,4.61
377,Almenara,BR,2021-09-27 23:53:55,-16.1836,-40.6944,69.76,89,72,3.36
378,Vengerovo,RU,2021-09-27 23:53:55,55.6848,76.7471,34.32,87,93,6.82
379,Sharjah,AE,2021-09-27 23:53:56,25.3573,55.4033,89.58,68,0,4.61
380,Plettenberg Bay,ZA,2021-09-27 23:53:56,-34.0527,23.3716,57.02,83,100,7.47
381,Torbay,CA,2021-09-27 23:53:57,47.6666,-52.7314,61.57,93,75,14.97
382,Sorland,NO,2021-09-27 23:53:57,67.667,12.6934,52.83,83,72,18.23
383,Muli,MV,2021-09-27 23:53:58,2.9167,73.5667,81.9,78,100,16.31
384,Daru,PG,2021-09-27 23:53:58,-9.0763,143.2092,80.76,77,81,14.47
385,Baculin,PH,2021-09-27 23:53:59,7.4525,126.5842,84.38,69,74,0.6
386,Raia,IN,2021-09-27 23:53:59,15.3,73.9667,73.87,95,100,2.04
387,Umm Lajj,SA,2021-09-27 23:49:16,25.0213,37.2685,81.39,64,0,11.68
388,Jumla,NP,2021-09-27 23:54:00,29.2747,82.1838,57.18,89,90,3.04
389,Deputatskiy,RU,2021-09-27 23:54:00,69.3,139.9,23.72,72,53,4.81
390,Chifeng,CN,2021-09-27 23:54:01,42.2683,118.9636,61.2,60,100,4.72
391,Manjeshwar,IN,2021-09-27 23:54:01,12.7194,74.8861,76.15,89,100,9.91
392,Lansdale,US,2021-09-27 23:52:50,40.2415,-75.2838,73.53,53,1,3.0
393,Gweta,BW,2021-09-27 23:54:02,-20.1833,25.2333,69.22,21,0,9.69
394,Quatre Cocos,MU,2021-09-27 23:54:02,-20.2078,57.7625,70.09,72,72,13.73
395,Ostersund,SE,2021-09-27 23:54:03,63.1792,14.6357,48.65,87,43,14.97
396,Hun,LY,2021-09-27 23:54:03,29.1268,15.9477,72.95,36,0,6.82
397,Omboue,GA,2021-09-27 23:54:03,-1.5746,9.2618,76.5,84,100,5.68
398,Muros,ES,2021-09-27 23:54:04,42.7762,-9.0603,62.83,88,100,6.24
399,Chake Chake,TZ,2021-09-27 23:54:05,-5.2459,39.7666,73.54,84,33,7.92
400,Kahului,US,2021-09-27 23:54:05,20.8947,-156.47,85.96,75,4,3.0
401,Ankang,CN,2021-09-27 23:54:05,32.68,109.0172,67.73,99,100,5.39
402,Labuhan,ID,2021-09-27 23:54:06,-6.8844,112.2051,79.21,72,97,9.44
403,Najran,SA,2021-09-27 23:52:50,17.4924,44.1277,72.25,22,13,3.18
404,Port Augusta,AU,2021-09-27 23:54:06,-32.5,137.7667,72.72,37,100,16.55
405,Tessalit,ML,2021-09-27 23:54:07,20.1986,1.0114,86.05,15,0,8.72
406,Alta Floresta,BR,2021-09-27 23:54:07,-9.8756,-56.0861,70.07,98,84,1.43
407,Chapleau,CA,2021-09-27 23:54:08,47.8405,-83.4034,46.49,81,20,10.36
408,Puerto Escondido,MX,2021-09-27 23:54:08,15.85,-97.0667,82.45,77,63,6.49
409,Pingxiang,CN,2021-09-27 23:54:09,27.6167,113.85,81.95,73,2,1.05
410,Itoman,JP,2021-09-27 23:54:09,26.1247,127.6694,84.22,74,20,16.11
411,Mangrol,IN,2021-09-27 23:54:10,21.1167,70.1167,78.69,88,100,6.44
412,Bay Roberts,CA,2021-09-27 23:54:10,47.5999,-53.2648,62.33,90,85,5.99
413,Swan Hill,AU,2021-09-27 23:51:51,-35.3378,143.5544,67.71,45,100,10.74
414,Pemangkat,ID,2021-09-27 23:54:11,1.1667,108.9667,77.59,86,99,4.79
415,Madera,US,2021-09-27 23:50:56,37.1666,-119.8343,88.52,25,1,1.01
416,Caxias,PT,2021-09-27 23:54:12,38.7031,-9.2767,67.82,77,20,3.0
417,La Asuncion,VE,2021-09-27 23:54:12,11.0333,-63.8628,85.73,66,11,8.05
418,Vostok,RU,2021-09-27 23:54:13,46.4856,135.8833,54.57,98,100,3.33
419,Sotuta,MX,2021-09-27 23:54:13,20.6,-89.0167,81.61,69,90,5.99
420,Henties Bay,NA,2021-09-27 23:54:14,-22.116,14.2845,57.85,89,90,6.89
421,Freeport,US,2021-09-27 23:54:14,40.6576,-73.5832,76.37,68,17,10.0
422,Kaiyuan,CN,2021-09-27 23:54:15,23.6977,103.3037,63.81,89,0,2.62
423,Nantucket,US,2021-09-27 23:54:15,41.2835,-70.0995,71.01,82,35,28.3
424,Snasa,NO,2021-09-27 23:54:15,64.2457,12.3778,51.94,72,58,10.67
425,Raipur,IN,2021-09-27 23:54:16,21.2333,81.6333,74.14,94,98,10.87
426,Domoni,KM,2021-09-27 23:54:16,-12.2569,44.5319,74.79,84,3,2.37
427,Tigzirt,DZ,2021-09-27 23:54:17,36.8886,4.1198,70.83,80,94,2.57
428,Sulangan,PH,2021-09-27 23:54:17,11.1373,123.7228,83.17,74,100,6.42
429,Antofagasta,CL,2021-09-27 23:54:18,-23.65,-70.4,58.28,79,24,1.45
430,Petauke,ZM,2021-09-27 23:54:18,-14.2426,31.3253,73.44,40,72,4.83
431,Dinghai,CN,2021-09-27 23:54:19,26.2847,119.7936,77.92,74,14,7.45
432,Namatanai,PG,2021-09-27 23:54:19,-3.6667,152.4333,84.92,67,78,4.68
433,Bataipora,BR,2021-09-27 23:52:48,-22.2953,-53.2711,78.84,46,35,6.29
434,Gelibolu,TR,2021-09-27 23:54:20,40.4103,26.6708,64.99,75,56,11.79
435,Lakes Entrance,AU,2021-09-27 23:54:20,-37.8811,147.981,62.17,49,3,1.77
436,Kletskaya,RU,2021-09-27 23:54:21,49.3145,43.0584,50.16,88,96,6.42
437,Saravan,AM,2021-09-27 23:54:21,39.7196,45.6483,52.45,46,0,6.53
438,Muravlenko,RU,2021-09-27 23:54:21,63.7898,74.523,32.16,82,4,6.53
439,Oktyabrskoye,RU,2021-09-27 23:54:22,43.0645,44.7417,50.14,93,100,2.24
440,Tautira,PF,2021-09-27 23:54:22,-17.7333,-149.15,80.62,75,54,16.26
441,Akdepe,TM,2021-09-27 23:54:23,42.0551,59.3788,57.2,43,0,8.12
442,Binzhou,CN,2021-09-27 23:54:23,37.3667,118.0167,67.96,91,100,3.38
443,Ayan,RU,2021-09-27 23:54:24,56.45,138.1667,48.34,66,57,3.42
444,Beloha,MG,2021-09-27 23:54:24,-25.1667,45.05,70.79,55,5,10.38
445,Bijar,IR,2021-09-27 23:54:25,35.8668,47.6051,55.42,22,0,1.92
446,Gizo,SB,2021-09-27 23:54:25,-8.103,156.8419,82.98,73,88,6.02
447,Sur,OM,2021-09-27 23:54:25,22.5667,59.5289,84.15,62,81,7.18
448,Vao,NC,2021-09-27 23:54:26,-22.6667,167.4833,67.95,71,34,8.84
449,Motril,ES,2021-09-27 23:54:26,36.7507,-3.5179,72.46,57,98,1.12
450,Yichang,CN,2021-09-27 23:54:27,30.7144,111.2847,76.86,76,81,2.13
451,Curup,ID,2021-09-27 23:54:27,-3.4667,102.5333,70.02,95,82,0.36
452,Cabedelo,BR,2021-09-27 23:54:28,-6.9811,-34.8339,77.67,84,54,17.38
453,Sola,VU,2021-09-27 23:54:28,-13.8833,167.55,79.16,80,46,19.46
454,Yerbogachen,RU,2021-09-27 23:54:28,61.2767,108.0108,34.07,84,100,12.33
455,Puerto Del Rosario,ES,2021-09-27 23:54:29,28.5004,-13.8627,73.15,83,5,18.41
456,Masumbwe,TZ,2021-09-27 23:54:29,-3.6333,32.1833,71.83,64,95,3.56
457,Haines Junction,CA,2021-09-27 23:54:30,60.7522,-137.5108,35.55,64,100,8.05
458,Voh,NC,2021-09-27 23:54:30,-20.9667,164.7,74.88,58,23,8.99
459,Sembe,CG,2021-09-27 23:54:31,1.6481,14.5806,67.8,99,67,2.01
460,Maun,BW,2021-09-27 23:54:31,-19.9833,23.4167,71.56,20,0,5.75
461,Gushikawa,JP,2021-09-27 23:54:31,26.3544,127.8686,83.43,79,1,6.91
462,Senanga,ZM,2021-09-27 23:54:32,-16.1167,23.2667,68.0,20,1,3.56
463,Buala,SB,2021-09-27 23:54:32,-8.145,159.5921,82.11,77,97,6.49
464,Mitu,CO,2021-09-27 23:54:33,1.1983,-70.1733,76.91,80,58,1.45
465,Vanavara,RU,2021-09-27 23:54:33,60.34,102.2797,32.94,89,100,9.64
466,Kjollefjord,NO,2021-09-27 23:54:33,70.9457,27.3465,53.17,74,98,11.39
467,Kerrobert,CA,2021-09-27 23:54:34,51.9168,-109.1348,80.8,25,8,17.74
468,Abalak,RU,2021-09-27 23:54:34,58.1286,68.5944,31.93,88,66,5.91
469,Kita,ML,2021-09-27 23:54:35,13.0349,-9.4895,77.09,75,14,3.38
470,Paramonga,PE,2021-09-27 23:54:35,-10.6667,-77.8333,62.87,83,49,8.28
471,Ceres,US,2021-09-27 23:54:36,37.5949,-120.9577,88.12,53,2,11.34
472,Balkhash,KZ,2021-09-27 23:54:36,46.844,74.9804,54.14,64,15,8.77
473,Codrington,AU,2021-09-27 23:54:37,-38.2667,141.9667,61.12,65,98,4.43
474,Boyolangu,ID,2021-09-27 23:54:37,-8.1181,111.8935,76.19,77,94,9.66
475,Brae,GB,2021-09-27 23:54:37,60.3964,-1.353,49.91,82,68,24.32
476,Portland,US,2021-09-27 23:50:52,45.5234,-122.6762,60.84,93,90,1.99
477,Loreto,MX,2021-09-27 23:54:38,22.2667,-101.9667,71.87,51,99,2.95
478,Trindade,BR,2021-09-27 23:54:39,-16.6494,-49.4889,78.55,41,81,3.76
479,Luziania,BR,2021-09-27 23:54:39,-16.2525,-47.9503,78.49,34,54,6.58
480,Belturbet,IE,2021-09-27 23:54:39,54.1,-7.45,48.61,96,99,8.77
481,North Myrtle Beach,US,2021-09-27 23:54:40,33.816,-78.68,77.09,77,0,1.01
482,Natal,BR,2021-09-27 23:54:41,-5.795,-35.2094,79.45,83,40,13.8
483,Doha,QA,2021-09-27 23:54:41,25.2867,51.5333,85.98,54,0,2.3
484,Sioux Lookout,CA,2021-09-27 23:54:42,50.1001,-91.917,62.98,51,40,2.3
485,Abbeville,FR,2021-09-27 23:54:42,50.1,1.8333,54.5,85,80,8.16
486,Copiapo,CL,2021-09-27 23:54:42,-27.3667,-70.3333,51.49,44,0,1.52
487,Saint-Augustin,CA,2021-09-27 23:54:43,51.226,-58.6502,51.89,85,18,14.65
488,Bolshaya Glushitsa,RU,2021-09-27 23:54:43,50.2406,43.5908,44.78,91,30,6.51
489,Bowen,AU,2021-09-27 23:54:44,-20.0167,148.2333,77.22,62,35,16.13
490,San Carlos,VE,2021-09-27 23:54:44,9.6612,-68.5827,76.59,89,62,1.12
491,Mamatid,PH,2021-09-27 23:54:45,14.2342,121.1581,83.1,79,74,2.51
492,Pokhara,NP,2021-09-27 23:54:45,28.2333,83.9833,70.12,65,35,5.21
493,Riyadh,SA,2021-09-27 23:54:27,24.6877,46.7219,71.74,15,33,10.02
494,Katima Mulilo,NA,2021-09-27 23:54:46,-17.5,24.2667,67.95,26,0,5.44
495,Kannur,IN,2021-09-27 23:54:46,11.8675,75.3576,76.98,89,100,7.49
496,Mikkeli,FI,2021-09-27 23:54:47,61.6886,27.2723,32.11,100,75,0.0
497,Hay River,CA,2021-09-27 23:51:39,60.8156,-115.7999,48.18,76,75,12.66
498,Kaifeng,CN,2021-09-27 23:54:47,34.7911,114.3483,67.06,95,100,14.29
499,San Carlos De Bariloche,AR,2021-09-27 23:54:48,-41.1456,-71.3082,46.15,42,0,10.36
500,Vanimo,PG,2021-09-27 23:54:49,-2.6741,141.3028,83.57,69,97,6.4
501,Rumonge,BI,2021-09-27 23:54:49,-3.9736,29.4386,74.89,63,100,3.85
502,Taga,RO,2021-09-27 23:54:49,46.95,24.05,63.32,70,81,3.11
503,Baker City,US,2021-09-27 23:54:50,44.7749,-117.8344,77.94,32,56,13.29
504,Dire Dawa,ET,2021-09-27 23:54:50,9.5931,41.8661,74.21,46,86,4.47
505,Povenets,RU,2021-09-27 23:54:51,62.8487,34.8262,44.92,89,46,1.36
506,Harper,LR,2021-09-27 23:54:51,4.375,-7.7169,76.37,89,100,6.53
507,Borogontsy,RU,2021-09-27 23:54:52,62.6683,131.1683,39.34,55,11,8.55
508,Daura,NG,2021-09-27 23:54:53,11.5538,11.4085,78.69,44,9,6.55
509,Rio Gallegos,AR,2021-09-27 23:52:39,-51.6226,-69.2181,51.85,24,0,16.11
510,Salinas,US,2021-09-27 23:54:53,36.6777,-121.6555,79.56,68,1,8.79
511,Marathon,US,2021-09-27 23:54:54,44.9,-89.7668,64.13,72,1,3.44
512,Luis Correia,BR,2021-09-27 23:54:55,-2.8792,-41.6669,80.17,81,61,14.54
513,Sisophon,KH,2021-09-27 23:54:55,13.5859,102.9737,77.4,89,93,1.28
514,Virbalis,LT,2021-09-27 23:54:55,54.6267,22.8169,42.71,94,2,6.89
515,Jhabua,IN,2021-09-27 23:54:56,22.7667,74.6,75.36,93,100,4.61
516,Mirpur Mathelo,PK,2021-09-27 23:54:56,28.0227,69.5489,87.39,52,0,6.26
517,Rocha,UY,2021-09-27 23:54:57,-34.4833,-54.3333,56.34,97,83,6.78
518,Xichang,CN,2021-09-27 23:54:57,27.8964,102.2634,66.45,83,81,0.81
519,Sept-Iles,CA,2021-09-27 23:54:58,50.2001,-66.3821,55.92,84,75,1.01
520,Palmer,US,2021-09-27 23:53:36,42.1584,-72.3287,69.03,77,75,1.01
521,Bilibino,RU,2021-09-27 23:54:58,68.0546,166.4372,19.38,90,100,7.65
522,Ous,RU,2021-09-27 23:54:59,60.9058,61.5186,30.38,94,47,3.6
523,Miranda,CO,2021-09-27 23:54:59,3.2499,-76.2281,78.93,89,48,6.24
524,Thap Than,TH,2021-09-27 23:55:00,15.4606,99.8917,75.83,93,100,3.2
525,Meulaboh,ID,2021-09-27 23:55:00,4.1363,96.1285,76.96,86,100,10.69
526,Bazarnyye Mataki,RU,2021-09-27 23:55:00,54.8833,49.9333,39.45,78,100,13.98
527,Yumen,CN,2021-09-27 23:55:01,40.2833,97.2,59.83,22,0,5.66
528,Abu Samrah,SY,2021-09-27 23:55:01,35.3029,37.1841,67.48,66,0,8.86
529,Montague,US,2021-09-27 23:55:02,42.5356,-72.5351,69.89,77,78,7.74
530,Acari,PE,2021-09-27 23:55:04,-15.4311,-74.6158,67.33,66,12,3.67
531,Oga,IT,2021-09-27 23:55:04,46.4631,10.347,47.7,78,37,5.3
532,Damietta,EG,2021-09-27 23:55:05,31.4165,31.8133,73.98,74,0,10.4
533,Santa Cruz,BO,2021-09-27 23:55:05,-17.8,-63.1667,86.05,58,20,13.8
534,Puchov,SK,2021-09-27 23:55:06,49.1249,18.326,62.19,97,100,2.21
535,Mackay,AU,2021-09-27 23:55:06,-21.15,149.2,79.05,61,40,13.8
536,Opuwo,NA,2021-09-27 23:55:07,-18.0607,13.84,63.84,44,14,5.03
537,Pampierstad,ZA,2021-09-27 23:55:07,-27.7832,24.6877,67.32,27,83,9.22
538,Maloy,NO,2021-09-27 23:55:08,61.9353,5.1136,59.05,89,100,14.0
539,Karambakkudi,IN,2021-09-27 23:55:08,10.4667,79.1333,77.4,70,100,3.6
540,Atar,MR,2021-09-27 23:55:09,20.5169,-13.0499,93.63,12,0,4.76
541,Ola,RU,2021-09-27 23:55:09,59.5833,151.2833,44.28,70,43,0.98
542,Vila Velha,BR,2021-09-27 23:55:09,-20.3297,-40.2925,75.15,83,75,10.36
543,San Ramon,US,2021-09-27 23:54:32,37.7799,-121.978,77.38,71,53,5.01
544,Mirnyy,RU,2021-09-27 23:55:10,62.5353,113.9611,33.84,77,99,12.77
545,San,ML,2021-09-27 23:55:10,13.3034,-4.8956,82.63,55,46,8.77
546,Kapuskasing,CA,2021-09-27 23:55:11,49.4169,-82.4331,48.29,81,75,3.44
547,Praia,CV,2021-09-27 23:55:11,14.9215,-23.5087,79.34,78,20,6.91
548,Shkotovo,RU,2021-09-27 23:55:12,43.3319,132.3625,61.88,94,90,4.47
549,Bushehr,IR,2021-09-27 23:55:12,28.9684,50.8385,85.59,45,13,4.25
550,Doka,SD,2021-09-27 23:55:13,13.5167,35.7667,72.84,78,47,4.59
551,The Valley,AI,2021-09-27 23:55:14,18.217,-63.0578,82.81,69,20,4.61
552,Mumford,GH,2021-09-27 23:55:14,5.2618,-0.759,76.53,89,100,8.01
553,Laguna,US,2021-09-27 23:55:14,38.421,-121.4238,84.24,55,40,8.99
554,Berdigestyakh,RU,2021-09-27 23:55:15,62.0989,126.6992,37.2,67,71,9.51
555,Caravelas,BR,2021-09-27 23:55:16,-17.7125,-39.2481,72.79,83,69,6.67
556,Monterey,US,2021-09-27 23:55:16,36.2505,-121.2516,80.06,47,0,12.73
557,Brejo Da Madre De Deus,BR,2021-09-27 23:55:16,-8.1458,-36.3711,66.29,93,52,9.19
